turbostat version 18.07.27 - Len Brown <lenb@kernel.org>
CPUID(0): GenuineIntel 0xd CPUID levels; 0x80000008 xlevels; family:model:stepping 0x6:3a:9 (6:58:9)
CPUID(1): SSE3 MONITOR SMX EIST TM2 TSC MSR ACPI-TM HT TM
CPUID(6): APERF, TURBO, DTS, PTM, No-HWP, No-HWPnotify, No-HWPwindow, No-HWPepp, No-HWPpkg, EPB
cpu1: MSR_IA32_MISC_ENABLE: 0x00850089 (TCC EIST MWAIT PREFETCH TURBO)
CPUID(7): No-SGX
cpu1: MSR_MISC_PWR_MGMT: 0x00400000 (ENable-EIST_Coordination DISable-EPB DISable-OOB)
RAPL: 1456 sec. Joule Counter Range, at 45 Watts
cpu1: MSR_PLATFORM_INFO: 0x80c10f0011b00
12 * 100.0 = 1200.0 MHz max efficiency frequency
27 * 100.0 = 2700.0 MHz base frequency
cpu1: MSR_IA32_POWER_CTL: 0x0014005d (C1E auto-promotion: DISabled)
cpu1: MSR_TURBO_RATIO_LIMIT: 0x23232425
35 * 100.0 = 3500.0 MHz max turbo 4 active cores
35 * 100.0 = 3500.0 MHz max turbo 3 active cores
36 * 100.0 = 3600.0 MHz max turbo 2 active cores
37 * 100.0 = 3700.0 MHz max turbo 1 active cores
cpu1: MSR_CONFIG_TDP_NOMINAL: 0x0000001b (base_ratio=27)
cpu1: MSR_CONFIG_TDP_LEVEL_1: 0x120000000000000 (PKG_MIN_PWR_LVL1=288 PKG_MAX_PWR_LVL1=0 LVL1_RATIO=0 PKG_TDP_LVL1=0)
cpu1: MSR_CONFIG_TDP_LEVEL_2: 0x120000000000000 (PKG_MIN_PWR_LVL2=288 PKG_MAX_PWR_LVL2=0 LVL2_RATIO=0 PKG_TDP_LVL2=0)
cpu1: MSR_CONFIG_TDP_CONTROL: 0x80000000 ( lock=1)
cpu1: MSR_TURBO_ACTIVATION_RATIO: 0x00000000 (MAX_NON_TURBO_RATIO=0 lock=0)
cpu1: MSR_PKG_CST_CONFIG_CONTROL: 0x1e008404 (UNdemote-C3, UNdemote-C1, demote-C3, demote-C1, locked, pkg-cstate-limit=4 (pc7))
cpu1: POLL: CPUIDLE CORE POLL IDLE
cpu1: C1: MWAIT 0x00
cpu1: C1E: MWAIT 0x01
cpu1: C3: MWAIT 0x10
cpu1: C6: MWAIT 0x20
cpu1: C7: MWAIT 0x30
cpu1: cpufreq driver: intel_pstate
cpu1: cpufreq governor: performance
cpufreq intel_pstate no_turbo: 0
cpu1: MSR_MISC_FEATURE_CONTROL: 0x00000000 (L2-Prefetch L2-Prefetch-pair L1-Prefetch L1-IP-Prefetch)
cpu0: MSR_IA32_ENERGY_PERF_BIAS: 0x00000006 (balanced)
cpu0: MSR_RAPL_POWER_UNIT: 0x000a1003 (0.125000 Watts, 0.000015 Joules, 0.000977 sec.)
cpu0: MSR_PKG_POWER_INFO: 0x01200168 (45 W TDP, RAPL 36 - 0 W, 0.000000 sec.)
cpu0: MSR_PKG_POWER_LIMIT: 0x800081c200dc8168 (locked)
cpu0: PKG Limit #1: ENabled (45.000000 Watts, 28.000000 sec, clamp DISabled)
cpu0: PKG Limit #2: ENabled (56.250000 Watts, 0.000977* sec, clamp DISabled)
cpu0: MSR_PP0_POLICY: 0
cpu0: MSR_PP0_POWER_LIMIT: 0x00000000 (UNlocked)
cpu0: Cores Limit: DISabled (0.000000 Watts, 0.000977 sec, clamp DISabled)
cpu0: MSR_PP1_POLICY: 0
cpu0: MSR_PP1_POWER_LIMIT: 0x00000000 (UNlocked)
cpu0: GFX Limit: DISabled (0.000000 Watts, 0.000977 sec, clamp DISabled)
cpu0: MSR_IA32_TEMPERATURE_TARGET: 0x00691200 (105 C)
cpu0: MSR_IA32_PACKAGE_THERM_STATUS: 0x88310108 (56 C)
cpu0: MSR_IA32_PACKAGE_THERM_INTERRUPT: 0x00c1ad00 (40 C, 60 C)
cpu1: MSR_PKGC3_IRTL: 0x0000883b (valid, 60416 ns)
cpu1: MSR_PKGC6_IRTL: 0x00008850 (valid, 81920 ns)
cpu1: MSR_PKGC7_IRTL: 0x00008857 (valid, 89088 ns)
Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IRQ	SMI	POLL	C1	C1E	C3	C6	C7	POLL%	C1%	C1E%	C3%	C6%	C7%	CPU%c1	CPU%c3	CPU%c6	CPU%c7	CoreTmp	PkgTmp	GFX%rc6	GFXMHz	Pkg%pc2	Pkg%pc3	Pkg%pc6	Pkg%pc7	PkgWatt	CorWatt	GFXWatt
1431	50.22	2900	2652	1511	8	0	4	6	7	0	399	0.00	0.01	0.03	0.01	0.00	49.02	49.78	0.00	0.00	0.00	72	72	0.00	350	0.00	0.00	0.00	0.00	25.49	21.68	0.00
1453	50.07	2900	2702	1447	8	0	0	4	1	0	357	0.00	0.00	0.01	0.01	0.00	50.13	48.12	0.00	0.00	1.81	72	72	0.00	350	0.00	0.00	0.00	0.00	25.89	21.98	0.00
1453	50.17	2900	2697	1541	8	0	2	3	11	0	441	0.00	0.01	0.03	0.01	0.00	49.90	48.59	0.00	0.00	1.24	72	72	0.00	350	0.00	0.00	0.00	0.00	25.90	22.00	0.00
1455	49.93	2900	2714	1402	0	0	0	0	0	0	348	0.00	0.00	0.00	0.00	0.00	50.49	48.82	0.00	0.00	1.25	73	72	0.00	350	0.00	0.00	0.00	0.00	26.14	22.20	0.00
1437	50.21	2900	2664	1497	8	0	2	6	7	0	415	0.00	0.00	0.02	0.01	0.00	49.26	49.79	0.00	0.00	0.00	72	72	0.00	350	0.00	0.00	0.00	0.00	25.71	21.86	0.00
1443	50.15	2900	2678	1432	0	0	0	2	0	1	366	0.00	0.00	0.02	0.00	0.02	49.56	49.85	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.78	21.92	0.00
1454	50.06	2900	2703	1531	8	1	2	9	7	0	483	0.00	0.01	0.04	0.01	0.00	50.12	49.08	0.00	0.00	0.86	72	72	0.00	350	0.00	0.00	0.00	0.00	26.02	22.11	0.00
1454	50.00	2900	2707	1424	0	0	1	0	0	0	354	0.00	0.00	0.00	0.00	0.00	50.29	50.00	0.00	0.00	0.00	72	72	0.00	350	0.00	0.00	0.00	0.00	26.12	22.21	0.00
1456	50.14	2900	2703	1510	8	0	5	11	9	0	498	0.00	0.01	0.04	0.01	0.00	50.03	48.99	0.00	0.00	0.87	73	73	0.00	650	0.00	0.00	0.00	0.00	26.13	22.21	0.00
1447	50.02	2900	2693	1403	0	0	0	0	0	0	343	0.00	0.00	0.00	0.00	0.00	50.00	49.98	0.00	0.00	0.00	74	73	0.00	350	0.00	0.00	0.00	0.00	26.05	22.16	0.00
1436	50.19	2900	2664	1429	8	0	2	14	10	0	402	0.00	0.01	0.04	0.01	0.00	49.26	49.81	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.73	21.88	0.00
1461	50.03	2900	2718	1480	0	0	3	2	0	0	395	0.00	0.07	0.00	0.00	0.00	50.40	48.14	0.00	0.00	1.83	73	73	0.00	350	0.00	0.00	0.00	0.00	26.17	22.21	0.00
1448	50.30	2900	2680	1521	8	0	0	2	7	0	397	0.00	0.00	0.05	0.03	0.00	49.41	49.70	0.00	0.00	0.00	73	72	0.00	350	0.00	0.00	0.00	0.00	25.76	21.91	0.00
1449	49.93	2900	2702	1514	8	0	4	4	9	0	405	0.00	0.01	0.03	0.04	0.00	50.19	49.40	0.00	0.00	0.67	73	72	0.00	350	0.00	0.00	0.00	0.00	26.27	22.33	0.00
1436	50.18	2900	2664	1426	0	0	0	4	3	0	357	0.00	0.00	0.01	0.02	0.00	49.28	49.82	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.71	21.87	0.00
1468	49.95	2900	2737	1494	8	0	14	22	6	0	399	0.00	0.01	0.37	0.01	0.00	50.51	49.27	0.00	0.00	0.77	73	73	0.00	350	0.00	0.00	0.00	0.00	26.51	22.53	0.00
1448	50.08	2900	2691	1390	8	0	0	2	1	0	383	0.00	0.00	0.01	0.00	0.00	49.92	49.92	0.00	0.00	0.00	74	73	0.00	350	0.00	0.00	0.00	0.00	26.03	22.14	0.00
1449	50.13	2900	2691	1480	8	0	15	20	3	0	396	0.00	0.03	0.02	0.01	0.00	49.82	49.87	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	26.06	22.17	0.00
1447	50.05	2900	2691	1393	0	0	0	1	0	0	372	0.00	0.00	0.00	0.00	0.00	49.94	49.95	0.00	0.00	0.00	72	73	0.00	350	0.00	0.00	0.00	0.00	26.05	22.15	0.00
1449	50.14	2900	2691	1444	8	0	15	13	8	0	392	0.00	0.08	0.02	0.01	0.00	49.77	49.86	0.00	0.00	0.00	72	72	0.00	350	0.00	0.00	0.00	0.00	26.05	22.16	0.00
1447	50.05	2900	2691	1384	0	0	0	1	2	0	373	0.00	0.00	0.00	0.01	0.00	49.93	49.95	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	26.03	22.13	0.00
1449	50.12	2900	2691	1470	8	0	21	6	6	0	400	0.00	0.04	0.00	0.00	0.00	49.84	49.88	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	26.01	22.12	0.00
1447	50.06	2900	2691	1391	0	0	0	2	1	0	381	0.00	0.00	0.00	0.01	0.00	49.93	49.94	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	26.04	22.14	0.00
1449	50.12	2900	2691	1462	8	0	14	15	4	0	347	0.00	0.01	0.03	0.00	0.00	49.84	49.88	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	26.02	22.12	0.00
1447	50.06	2900	2691	1396	0	0	0	2	1	0	349	0.00	0.00	0.00	0.01	0.00	49.93	49.94	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	26.01	22.11	0.00
1449	50.14	2900	2691	1453	8	0	20	14	6	0	360	0.00	0.04	0.01	0.01	0.00	49.81	49.86	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	26.04	22.14	0.00
1447	50.07	2900	2691	1395	0	0	0	1	5	0	345	0.00	0.00	0.00	0.03	0.00	49.90	49.93	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.97	22.07	0.00
1449	50.12	2900	2691	1433	8	0	17	20	0	0	352	0.00	0.01	0.03	0.00	0.00	49.84	49.88	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	26.00	22.10	0.00
1437	50.11	2900	2670	1384	0	0	0	2	3	0	345	0.00	0.00	0.00	0.03	0.00	49.45	49.89	0.00	0.00	0.00	73	72	0.00	350	0.00	0.00	0.00	0.00	25.69	21.83	0.00
1446	50.46	2900	2667	1445	8	0	5	36	3	0	391	0.00	0.03	0.03	0.00	0.00	49.05	48.31	0.00	0.00	1.23	74	73	0.00	350	0.00	0.00	0.00	0.00	25.05	21.27	0.00
1461	49.69	2900	2738	1445	8	0	0	0	0	0	381	0.00	0.00	0.00	0.00	0.00	51.21	48.67	0.00	0.00	1.64	73	73	0.00	350	0.00	0.00	0.00	0.00	26.86	22.80	0.00
1449	50.11	2900	2691	1464	8	0	1	2	10	0	395	0.00	0.00	0.00	0.04	0.00	49.85	49.89	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.94	22.04	0.00
1447	50.05	2900	2691	1390	0	0	0	5	3	0	363	0.00	0.00	0.01	0.01	0.00	49.93	49.95	0.00	0.00	0.00	72	73	0.00	350	0.00	0.00	0.00	0.00	25.88	21.99	0.00
1449	50.11	2900	2691	1458	8	0	3	3	10	0	390	0.00	0.01	0.03	0.03	0.00	49.83	49.89	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.86	21.97	0.00
1449	50.12	2900	2691	1402	0	0	4	5	3	0	382	0.00	0.09	0.00	0.02	0.00	49.77	49.88	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.83	21.94	0.00
1449	50.13	2900	2691	1454	8	0	2	13	11	0	452	0.00	0.01	0.03	0.02	0.00	49.83	49.87	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.87	21.97	0.00
1447	50.05	2900	2691	1371	0	0	0	2	0	0	327	0.00	0.00	0.00	0.00	0.00	49.95	49.95	0.00	0.00	0.00	72	72	0.00	350	0.00	0.00	0.00	0.00	25.87	21.98	0.00
1449	50.12	2900	2691	1434	8	0	4	9	5	0	405	0.00	0.01	0.04	0.00	0.00	49.84	49.88	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.89	22.00	0.00
1446	50.04	2900	2691	1371	0	0	0	0	0	0	333	0.00	0.00	0.00	0.00	0.00	49.96	49.96	0.00	0.00	0.00	72	72	0.00	350	0.00	0.00	0.00	0.00	25.89	21.99	0.00
1449	50.11	2900	2691	1407	8	0	3	11	9	0	387	0.00	0.01	0.04	0.01	0.00	49.83	49.89	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.99	22.10	0.00
1447	50.04	2900	2691	1393	0	1	0	0	1	0	339	0.00	0.00	0.00	0.00	0.00	49.95	49.96	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.92	22.03	0.00
1449	50.11	2900	2691	1444	8	0	4	14	10	0	440	0.00	0.01	0.08	0.01	0.00	49.80	49.89	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.91	22.01	0.00
1446	50.04	2900	2691	1364	0	0	0	0	2	0	356	0.00	0.00	0.00	0.01	0.00	49.96	49.96	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.82	21.93	0.00
1448	50.11	2900	2691	1407	8	0	3	11	14	0	412	0.00	0.01	0.02	0.04	0.00	49.83	49.89	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.88	21.98	0.00
1446	50.04	2900	2691	1359	0	0	0	3	2	0	359	0.00	0.00	0.00	0.01	0.00	49.95	49.96	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.84	21.95	0.00
1455	50.34	2900	2691	1536	16	0	21	18	11	0	463	0.00	0.26	0.05	0.01	0.00	49.36	49.66	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.87	21.97	0.00
1446	50.04	2900	2691	1366	0	0	0	0	1	0	351	0.00	0.00	0.00	0.01	0.00	49.95	49.96	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.85	21.95	0.00
1449	50.12	2900	2691	1427	8	0	3	14	13	0	399	0.00	0.01	0.04	0.02	0.00	49.82	49.88	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.84	21.94	0.00
1447	50.04	2900	2691	1371	0	0	0	0	0	0	329	0.00	0.00	0.00	0.00	0.00	49.96	49.96	0.00	0.00	0.00	73	72	0.00	350	0.00	0.00	0.00	0.00	25.84	21.94	0.00
1449	50.12	2900	2691	1474	8	0	5	10	8	0	425	0.00	0.03	0.01	0.02	0.00	49.81	49.88	0.00	0.00	0.00	72	72	0.00	350	0.00	0.00	0.00	0.00	25.83	21.93	0.00
1446	50.04	2900	2691	1352	0	0	0	1	3	0	303	0.00	0.00	0.00	0.01	0.00	49.95	49.96	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.83	21.93	0.00
1449	50.12	2900	2691	1417	8	0	4	18	14	0	388	0.00	0.01	0.08	0.02	0.00	49.79	49.88	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.87	21.97	0.00
1432	50.12	2900	2660	1398	0	0	1	1	0	0	342	0.00	0.00	0.00	0.00	0.00	49.31	49.88	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.53	21.68	0.00
1447	50.06	2900	2691	1460	8	0	2	14	12	0	385	0.00	0.01	0.07	0.02	0.00	49.85	49.94	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.64	21.77	0.00
1451	50.22	2900	2691	1422	0	0	0	0	2	0	386	0.00	0.00	0.00	0.00	0.00	49.77	49.13	0.00	0.00	0.66	73	73	0.00	350	0.00	0.00	0.00	0.00	25.44	21.59	0.00
1445	50.04	2900	2688	1509	8	0	3	13	14	0	443	0.00	0.01	0.07	0.02	0.00	49.80	49.00	0.00	0.00	0.96	73	73	0.00	350	0.00	0.00	0.00	0.00	26.02	22.08	0.00
1442	50.07	2900	2681	1447	0	0	0	3	2	0	373	0.00	0.00	0.05	0.01	0.00	49.68	49.93	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.87	21.97	0.00
1446	50.20	2900	2681	1479	8	0	2	15	12	0	415	0.00	0.01	0.08	0.01	0.00	49.53	48.95	0.00	0.00	0.85	73	73	0.00	350	0.00	0.00	0.00	0.00	25.64	21.76	0.00
1458	49.94	2900	2718	1446	0	0	0	0	0	0	373	0.00	0.00	0.00	0.00	0.00	50.55	49.68	0.00	0.00	0.38	74	73	0.00	350	0.00	0.00	0.00	0.00	26.17	22.22	0.00
1449	50.12	2900	2692	1471	8	0	2	16	12	0	428	0.00	0.01	0.08	0.01	0.00	49.81	48.92	0.00	0.00	0.96	73	73	0.00	350	0.00	0.00	0.00	0.00	25.76	21.86	0.00
1456	50.08	2900	2707	1420	8	0	0	0	1	0	383	0.00	0.00	0.00	0.00	0.00	50.22	49.92	0.00	0.00	0.00	74	73	0.00	350	0.00	0.00	0.00	0.00	25.92	22.01	0.00
1440	50.10	2900	2675	1567	8	0	3	4	9	0	433	0.00	0.01	0.03	0.01	0.00	49.57	49.90	0.00	0.00	0.00	74	73	0.00	350	0.00	0.00	0.00	0.00	25.90	21.99	0.00
1448	50.05	2900	2693	1418	0	0	0	0	2	0	350	0.00	0.00	0.00	0.01	0.00	49.97	49.95	0.00	0.00	0.00	73	73	0.00	350	0.00	0.00	0.00	0.00	25.95	22.04	0.00
